key,season,league,team,avg_att,max_att,min_att,total_att,finish,games_played,points,wins,draws,losses,goals_for,goals_against,goal_diff
Premier League|Manchester United|2014/15,2014/15,Premier League,Manchester United,75335,75454,75112,1431362,4,38,70,20,10,8,62,37,25
Premier League|Manchester United|2014/15,2014/15,Premier League,Manchester United,75335,75454,75112,1431362,3,19,44,14,2,3,41,15,26
Premier League|Manchester United|2014/15,2014/15,Premier League,Manchester United,75335,75454,75112,1431362,7,19,26,6,8,5,21,22,-1
Premier League|Arsenal|2014/15,2014/15,Premier League,Arsenal,59992,60081,59900,1139843,3,38,75,22,9,7,71,36,35
Premier League|Arsenal|2014/15,2014/15,Premier League,Arsenal,59992,60081,59900,1139843,4,19,41,12,5,2,41,14,27
Premier League|Arsenal|2014/15,2014/15,Premier League,Arsenal,59992,60081,59900,1139843,3,19,34,10,4,5,30,22,8
Premier League|Newcastle United|2014/15,2014/15,Premier League,Newcastle United,50359,52315,46884,956823,15,38,39,10,9,19,40,63,-23
Premier League|Newcastle United|2014/15,2014/15,Premier League,Newcastle United,50359,52315,46884,956823,13,19,26,7,5,7,26,27,-1
Premier League|Newcastle United|2014/15,2014/15,Premier League,Newcastle United,50359,52315,46884,956823,19,19,13,3,4,12,14,36,-22
Premier League|Manchester City|2014/15,2014/15,Premier League,Manchester City,45366,45919,44564,861961,2,38,79,24,7,7,83,38,45
Premier League|Manchester City|2014/15,2014/15,Premier League,Manchester City,45366,45919,44564,861961,2,19,45,14,3,2,44,14,30
Premier League|Manchester City|2014/15,2014/15,Premier League,Manchester City,45366,45919,44564,861961,2,19,34,10,4,5,39,24,15
Premier League|Liverpool|2014/15,2014/15,Premier League,Liverpool,44659,44736,44405,848519,6,38,62,18,8,12,52,48,4
Premier League|Liverpool|2014/15,2014/15,Premier League,Liverpool,44659,44736,44405,848519,6,19,35,10,5,4,30,20,10
Premier League|Liverpool|2014/15,2014/15,Premier League,Liverpool,44659,44736,44405,848519,6,19,27,8,3,8,22,28,-6
Premier League|Sunderland|2014/15,2014/15,Premier League,Sunderland,43157,47563,39077,819985,16,38,38,7,17,14,31,53,-22
Premier League|Sunderland|2014/15,2014/15,Premier League,Sunderland,43157,47563,39077,819985,19,19,20,4,8,7,16,27,-11
Premier League|Sunderland|2014/15,2014/15,Premier League,Sunderland,43157,47563,39077,819985,13,19,18,3,9,7,15,26,-11
Premier League|Chelsea|2014/15,2014/15,Premier League,Chelsea,41546,41629,41098,789376,1,38,87,26,9,3,73,32,41
Premier League|Chelsea|2014/15,2014/15,Premier League,Chelsea,41546,41629,41098,789376,1,19,49,15,4,-,36,9,27
Premier League|Chelsea|2014/15,2014/15,Premier League,Chelsea,41546,41629,41098,789376,1,19,38,11,5,3,37,23,14
Premier League|Everton|2014/15,2014/15,Premier League,Everton,38406,39621,34035,729711,11,38,47,12,11,15,48,50,-2
Premier League|Everton|2014/15,2014/15,Premier League,Everton,38406,39621,34035,729711,11,19,28,7,7,5,27,21,6
Premier League|Everton|2014/15,2014/15,Premier League,Everton,38406,39621,34035,729711,11,19,19,5,4,10,21,29,-8
Premier League|Tottenham Hotspur|2014/15,2014/15,Premier League,Tottenham Hotspur,35728,36130,34008,678824,5,38,64,19,7,12,58,53,5
Premier League|Tottenham Hotspur|2014/15,2014/15,Premier League,Tottenham Hotspur,35728,36130,34008,678824,8,19,33,10,3,6,31,24,7
Premier League|Tottenham Hotspur|2014/15,2014/15,Premier League,Tottenham Hotspur,35728,36130,34008,678824,4,19,31,9,4,6,27,29,-2
Premier League|West Ham United|2014/15,2014/15,Premier League,West Ham United,34871,34977,34125,662552,12,38,47,12,11,15,44,47,-3
Premier League|West Ham United|2014/15,2014/15,Premier League,West Ham United,34871,34977,34125,662552,10,19,31,9,4,6,25,18,7
Premier League|West Ham United|2014/15,2014/15,Premier League,West Ham United,34871,34977,34125,662552,15,19,16,3,7,9,19,29,-10
Premier League|Aston Villa|2014/15,2014/15,Premier League,Aston Villa,34133,41273,25311,648518,17,38,38,10,8,20,31,57,-26
Premier League|Aston Villa|2014/15,2014/15,Premier League,Aston Villa,34133,41273,25311,648518,17,19,21,5,6,8,18,25,-7
Premier League|Aston Villa|2014/15,2014/15,Premier League,Aston Villa,34133,41273,25311,648518,14,19,17,5,2,12,13,32,-19
Premier League|Leicester City|2014/15,2014/15,Premier League,Leicester City,31693,32021,31121,602165,14,38,41,11,8,19,46,55,-9
Premier League|Leicester City|2014/15,2014/15,Premier League,Leicester City,31693,32021,31121,602165,12,19,26,7,5,7,28,22,6
Premier League|Leicester City|2014/15,2014/15,Premier League,Leicester City,31693,32021,31121,602165,17,19,15,4,3,12,18,33,-15
Premier League|Southampton|2014/15,2014/15,Premier League,Southampton,30652,31723,27598,582395,7,38,60,18,6,14,54,33,21
Premier League|Southampton|2014/15,2014/15,Premier League,Southampton,30652,31723,27598,582395,5,19,37,11,4,4,37,13,24
Premier League|Southampton|2014/15,2014/15,Premier League,Southampton,30652,31723,27598,582395,9,19,23,7,2,10,17,20,-3
Premier League|Stoke City|2014/15,2014/15,Premier League,Stoke City,27081,27602,26332,514547,9,38,54,15,9,14,48,45,3
Premier League|Stoke City|2014/15,2014/15,Premier League,Stoke City,27081,27602,26332,514547,7,19,33,10,3,6,32,22,10
Premier League|Stoke City|2014/15,2014/15,Premier League,Stoke City,27081,27602,26332,514547,10,19,21,5,6,8,16,23,-7
Premier League|West Bromwich Albion|2014/15,2014/15,Premier League,West Bromwich Albion,25064,26768,23516,476211,13,38,44,11,11,16,38,51,-13
Premier League|West Bromwich Albion|2014/15,2014/15,Premier League,West Bromwich Albion,25064,26768,23516,476211,14,19,25,7,4,8,24,26,-2
Premier League|West Bromwich Albion|2014/15,2014/15,Premier League,West Bromwich Albion,25064,26768,23516,476211,12,19,19,4,7,8,14,25,-11
Premier League|Crystal Palace|2014/15,2014/15,Premier League,Crystal Palace,24421,25197,23038,463999,10,38,48,13,9,16,47,51,-4
Premier League|Crystal Palace|2014/15,2014/15,Premier League,Crystal Palace,24421,25197,23038,463999,16,19,21,6,3,10,21,27,-6
Premier League|Crystal Palace|2014/15,2014/15,Premier League,Crystal Palace,24421,25197,23038,463999,5,19,27,7,6,6,26,24,2
Premier League|Hull City|2014/15,2014/15,Premier League,Hull City,23557,24877,21275,447584,18,38,35,8,11,19,33,51,-18
Premier League|Hull City|2014/15,2014/15,Premier League,Hull City,23557,24877,21275,447584,18,19,20,5,5,9,19,24,-5
Premier League|Hull City|2014/15,2014/15,Premier League,Hull City,23557,24877,21275,447584,16,19,15,3,6,10,14,27,-13
Premier League|Swansea City|2014/15,2014/15,Premier League,Swansea City,20555,20828,20145,390543,8,38,56,16,8,14,46,49,-3
Premier League|Swansea City|2014/15,2014/15,Premier League,Swansea City,20555,20828,20145,390543,9,19,32,9,5,5,27,22,5
Premier League|Swansea City|2014/15,2014/15,Premier League,Swansea City,20555,20828,20145,390543,8,19,24,7,3,9,19,27,-8
Premier League|Burnley|2014/15,2014/15,Premier League,Burnley,19025,21335,16636,361483,19,38,33,7,12,19,28,53,-25
Premier League|Burnley|2014/15,2014/15,Premier League,Burnley,19025,21335,16636,361483,20,19,19,4,7,8,14,21,-7
Premier League|Burnley|2014/15,2014/15,Premier League,Burnley,19025,21335,16636,361483,18,19,14,3,5,11,14,32,-18
Premier League|Queens Park Rangers|2014/15,2014/15,Premier League,Queens Park Rangers,17809,18098,16163,338369,20,38,30,8,6,24,42,73,-31
Premier League|Queens Park Rangers|2014/15,2014/15,Premier League,Queens Park Rangers,17809,18098,16163,338369,15,19,23,6,5,8,23,24,-1
Premier League|Queens Park Rangers|2014/15,2014/15,Premier League,Queens Park Rangers,17809,18098,16163,338369,20,19,7,2,1,16,19,49,-30
Bundesliga|Borussia Dortmund|2014/15,2014/15,Bundesliga,Borussia Dortmund,80490,80667,79500,1368338,7,34,46,13,7,14,47,42,5
Bundesliga|Borussia Dortmund|2014/15,2014/15,Bundesliga,Borussia Dortmund,80490,80667,79500,1368338,8,17,30,9,3,5,26,15,11
Bundesliga|Borussia Dortmund|2014/15,2014/15,Bundesliga,Borussia Dortmund,80490,80667,79500,1368338,8,17,16,4,4,9,21,27,-6
Bundesliga|Bayern Munich|2014/15,2014/15,Bundesliga,Bayern Munich,72882,75000,71000,1239000,1,34,79,25,4,5,80,18,62
Bundesliga|Bayern Munich|2014/15,2014/15,Bundesliga,Bayern Munich,72882,75000,71000,1239000,1,17,43,14,1,2,46,7,39
Bundesliga|Bayern Munich|2014/15,2014/15,Bundesliga,Bayern Munich,72882,75000,71000,1239000,1,17,36,11,3,3,34,11,23
Bundesliga|FC Schalke 04|2014/15,2014/15,Bundesliga,FC Schalke 04,61560,61973,60607,1046522,6,34,48,13,9,12,42,40,2
Bundesliga|FC Schalke 04|2014/15,2014/15,Bundesliga,FC Schalke 04,61560,61973,60607,1046522,5,17,35,10,5,2,26,14,12
Bundesliga|FC Schalke 04|2014/15,2014/15,Bundesliga,FC Schalke 04,61560,61973,60607,1046522,13,17,13,3,4,10,16,26,-10
Bundesliga|Hamburger SV|2014/15,2014/15,Bundesliga,Hamburger SV,53250,57000,45968,905258,16,34,35,9,8,17,24,50,-26
Bundesliga|Hamburger SV|2014/15,2014/15,Bundesliga,Hamburger SV,53250,57000,45968,905258,12,17,23,6,5,6,15,18,-3
Bundesliga|Hamburger SV|2014/15,2014/15,Bundesliga,Hamburger SV,53250,57000,45968,905258,17,17,12,3,3,11,9,32,-23
Bundesliga|VfB Stuttgart|2014/15,2014/15,Bundesliga,VfB Stuttgart,50709,60000,40500,862050,14,34,36,9,9,16,42,60,-18
Bundesliga|VfB Stuttgart|2014/15,2014/15,Bundesliga,VfB Stuttgart,50709,60000,40500,862050,17,17,19,5,4,8,18,28,-10
Bundesliga|VfB Stuttgart|2014/15,2014/15,Bundesliga,VfB Stuttgart,50709,60000,40500,862050,7,17,17,4,5,8,24,32,-8
Bundesliga|Borussia M'gladbach|2014/15,2014/15,Bundesliga,Borussia M'gladbach,50648,54010,37091,861015,3,34,66,19,9,6,53,26,27
Bundesliga|Borussia M'gladbach|2014/15,2014/15,Bundesliga,Borussia M'gladbach,50648,54010,37091,861015,3,17,39,12,3,2,32,14,18
Bundesliga|Borussia M'gladbach|2014/15,2014/15,Bundesliga,Borussia M'gladbach,50648,54010,37091,861015,2,17,27,7,6,4,21,12,9
Bundesliga|Hertha BSC|2014/15,2014/15,Bundesliga,Hertha BSC,50185,76197,34636,853140,15,34,35,9,8,17,36,52,-16
Bundesliga|Hertha BSC|2014/15,2014/15,Bundesliga,Hertha BSC,50185,76197,34636,853140,14,17,22,6,4,7,17,22,-5
Bundesliga|Hertha BSC|2014/15,2014/15,Bundesliga,Hertha BSC,50185,76197,34636,853140,15,17,13,3,4,10,19,30,-11
Bundesliga|1. FC Koln|2014/15,2014/15,Bundesliga,1. FC Koln,48329,50000,42900,821600,12,34,39,9,12,13,33,40,-7
Bundesliga|1. FC Koln|2014/15,2014/15,Bundesliga,1. FC Koln,48329,50000,42900,821600,16,17,20,4,8,5,17,17,0
Bundesliga|1. FC Koln|2014/15,2014/15,Bundesliga,1. FC Koln,48329,50000,42900,821600,5,17,19,5,4,8,16,23,-7
Bundesliga|Eintracht Frankfurt|2014/15,2014/15,Bundesliga,Eintracht Frankfurt,47618,51500,34400,809500,9,34,43,11,10,13,56,62,-6
Bundesliga|Eintracht Frankfurt|2014/15,2014/15,Bundesliga,Eintracht Frankfurt,47618,51500,34400,809500,6,17,32,9,5,3,36,26,10
Bundesliga|Eintracht Frankfurt|2014/15,2014/15,Bundesliga,Eintracht Frankfurt,47618,51500,34400,809500,18,17,11,2,5,10,20,36,-16
Bundesliga|Hannover 96|2014/15,2014/15,Bundesliga,Hannover 96,43459,49000,30500,738800,13,34,37,9,10,15,40,55,-15
Bundesliga|Hannover 96|2014/15,2014/15,Bundesliga,Hannover 96,43459,49000,30500,738800,13,17,22,6,4,7,21,25,-4
Bundesliga|Hannover 96|2014/15,2014/15,Bundesliga,Hannover 96,43459,49000,30500,738800,10,17,15,3,6,8,19,30,-11
Bundesliga|Werder Bremen|2014/15,2014/15,Bundesliga,Werder Bremen,40906,42100,38900,695396,10,34,43,11,10,13,50,64,-14
Bundesliga|Werder Bremen|2014/15,2014/15,Bundesliga,Werder Bremen,40906,42100,38900,695396,10,17,28,8,4,5,25,24,1
Bundesliga|Werder Bremen|2014/15,2014/15,Bundesliga,Werder Bremen,40906,42100,38900,695396,11,17,15,3,6,8,25,40,-15
Bundesliga|1. FSV Mainz 05|2014/15,2014/15,Bundesliga,1. FSV Mainz 05,31008,34000,26756,527139,11,34,40,9,13,12,45,47,-2
Bundesliga|1. FSV Mainz 05|2014/15,2014/15,Bundesliga,1. FSV Mainz 05,31008,34000,26756,527139,11,17,24,6,6,5,27,19,8
Bundesliga|1. FSV Mainz 05|2014/15,2014/15,Bundesliga,1. FSV Mainz 05,31008,34000,26756,527139,9,17,16,3,7,7,18,28,-10
Bundesliga|Bayer Leverkusen|2014/15,2014/15,Bundesliga,Bayer Leverkusen,30252,46200,23081,514283,4,34,63,18,9,7,62,36,26
Bundesliga|Bayer Leverkusen|2014/15,2014/15,Bundesliga,Bayer Leverkusen,30252,46200,23081,514283,4,17,36,10,6,1,39,15,24
Bundesliga|Bayer Leverkusen|2014/15,2014/15,Bundesliga,Bayer Leverkusen,30252,46200,23081,514283,3,17,27,8,3,6,23,21,2
Bundesliga|FC Augsburg|2014/15,2014/15,Bundesliga,FC Augsburg,29163,30660,27090,495779,5,34,49,15,4,15,43,43,0
Bundesliga|FC Augsburg|2014/15,2014/15,Bundesliga,FC Augsburg,29163,30660,27090,495779,7,17,31,9,4,4,28,21,7
Bundesliga|FC Augsburg|2014/15,2014/15,Bundesliga,FC Augsburg,29163,30660,27090,495779,6,17,18,6,-,11,15,22,-7
Bundesliga|VfL Wolfsburg|2014/15,2014/15,Bundesliga,VfL Wolfsburg,28199,30000,25734,479387,2,34,69,20,9,5,72,38,34
Bundesliga|VfL Wolfsburg|2014/15,2014/15,Bundesliga,VfL Wolfsburg,28199,30000,25734,479387,2,17,43,13,4,-,38,13,25
Bundesliga|VfL Wolfsburg|2014/15,2014/15,Bundesliga,VfL Wolfsburg,28199,30000,25734,479387,4,17,26,7,5,5,34,25,9
Bundesliga|TSG 1899 Hoffenheim|2014/15,2014/15,Bundesliga,TSG 1899 Hoffenheim,27318,30150,23631,464401,8,34,44,12,8,14,49,55,-6
Bundesliga|TSG 1899 Hoffenheim|2014/15,2014/15,Bundesliga,TSG 1899 Hoffenheim,27318,30150,23631,464401,9,17,30,9,3,5,31,26,5
Bundesliga|TSG 1899 Hoffenheim|2014/15,2014/15,Bundesliga,TSG 1899 Hoffenheim,27318,30150,23631,464401,12,17,14,3,5,9,18,29,-11
Bundesliga|SC Freiburg|2014/15,2014/15,Bundesliga,SC Freiburg,23850,24000,23500,405450,17,34,34,7,13,14,36,47,-11
Bundesliga|SC Freiburg|2014/15,2014/15,Bundesliga,SC Freiburg,23850,24000,23500,405450,15,17,21,5,6,6,21,22,-1
Bundesliga|SC Freiburg|2014/15,2014/15,Bundesliga,SC Freiburg,23850,24000,23500,405450,14,17,13,2,7,8,15,25,-10
Bundesliga|SC Paderborn 07|2014/15,2014/15,Bundesliga,SC Paderborn 07,14859,15000,14401,252596,18,34,31,7,10,17,30,65,-35
Bundesliga|SC Paderborn 07|2014/15,2014/15,Bundesliga,SC Paderborn 07,14859,15000,14401,252596,18,17,18,4,6,7,20,31,-11
Bundesliga|SC Paderborn 07|2014/15,2014/15,Bundesliga,SC Paderborn 07,14859,15000,14401,252596,16,17,13,3,4,10,10,34,-24
La Liga|Barcelona|2014/15,2014/15,La Liga,Barcelona,77632,98760,60005,1475013,1,38,94,30,4,4,110,21,89
La Liga|Barcelona|2014/15,2014/15,La Liga,Barcelona,77632,98760,60005,1475013,2,19,49,16,1,2,64,11,53
La Liga|Barcelona|2014/15,2014/15,La Liga,Barcelona,77632,98760,60005,1475013,1,19,45,14,3,2,46,10,36
La Liga|Real Madrid|2014/15,2014/15,La Liga,Real Madrid,73667,85450,63634,1399668,2,38,92,30,2,6,118,38,80
La Liga|Real Madrid|2014/15,2014/15,La Liga,Real Madrid,73667,85450,63634,1399668,1,19,50,16,2,1,65,15,50
La Liga|Real Madrid|2014/15,2014/15,La Liga,Real Madrid,73667,85450,63634,1399668,2,19,42,14,-,5,53,23,30
La Liga|Atletico Madrid|2014/15,2014/15,La Liga,Atletico Madrid,46867,54069,37000,890482,3,38,78,23,9,6,67,29,38
La Liga|Atletico Madrid|2014/15,2014/15,La Liga,Atletico Madrid,46867,54069,37000,890482,4,19,45,14,3,2,42,11,31
La Liga|Atletico Madrid|2014/15,2014/15,La Liga,Atletico Madrid,46867,54069,37000,890482,3,19,33,9,6,4,25,18,7
La Liga|Valencia|2014/15,2014/15,La Liga,Valencia,41609,51100,35000,790563,4,38,77,22,11,5,70,32,38
La Liga|Valencia|2014/15,2014/15,La Liga,Valencia,41609,51100,35000,790563,3,19,48,15,3,1,42,10,32
La Liga|Valencia|2014/15,2014/15,La Liga,Valencia,41609,51100,35000,790563,5,19,29,7,8,4,28,22,6
La Liga|Athletic Bilbao|2014/15,2014/15,La Liga,Athletic Bilbao,40951,53000,28000,778072,7,38,55,15,10,13,42,41,1
La Liga|Athletic Bilbao|2014/15,2014/15,La Liga,Athletic Bilbao,40951,53000,28000,778072,8,19,30,8,6,5,28,20,8
La Liga|Athletic Bilbao|2014/15,2014/15,La Liga,Athletic Bilbao,40951,53000,28000,778072,6,19,25,7,4,8,14,21,-7
La Liga|Sevilla|2014/15,2014/15,La Liga,Sevilla,30649,40355,20000,582322,5,38,76,23,7,8,71,45,26
La Liga|Sevilla|2014/15,2014/15,La Liga,Sevilla,30649,40355,20000,582322,5,19,44,13,5,1,38,13,25
La Liga|Sevilla|2014/15,2014/15,La Liga,Sevilla,30649,40355,20000,582322,4,19,32,10,2,7,33,32,1
La Liga|Malaga|2014/15,2014/15,La Liga,Malaga,22548,29025,16181,428406,9,38,50,14,8,16,42,48,-6
La Liga|Malaga|2014/15,2014/15,La Liga,Malaga,22548,29025,16181,428406,9,19,30,8,6,5,26,20,6
La Liga|Malaga|2014/15,2014/15,La Liga,Malaga,22548,29025,16181,428406,10,19,20,6,2,11,16,28,-12
La Liga|Elche CF|2014/15,2014/15,La Liga,Elche CF,21689,31512,14162,412082,13,38,41,11,8,19,35,62,-27
La Liga|Elche CF|2014/15,2014/15,La Liga,Elche CF,21689,31512,14162,412082,17,19,21,6,3,10,19,31,-12
La Liga|Elche CF|2014/15,2014/15,La Liga,Elche CF,21689,31512,14162,412082,11,19,20,5,5,9,16,31,-15
La Liga|Real Sociedad|2014/15,2014/15,La Liga,Real Sociedad,21550,28748,14836,409452,12,38,46,11,13,14,44,51,-7
La Liga|Real Sociedad|2014/15,2014/15,La Liga,Real Sociedad,21550,28748,14836,409452,7,19,32,9,5,5,29,21,8
La Liga|Real Sociedad|2014/15,2014/15,La Liga,Real Sociedad,21550,28748,14836,409452,15,19,14,2,8,9,15,30,-15
La Liga|Deportivo La Coruna|2014/15,2014/15,La Liga,Deportivo La Coruna,21085,30334,12600,400624,17,38,35,7,14,17,35,60,-25
La Liga|Deportivo La Coruna|2014/15,2014/15,La Liga,Deportivo La Coruna,21085,30334,12600,400624,16,19,21,5,6,8,22,30,-8
La Liga|Deportivo La Coruna|2014/15,2014/15,La Liga,Deportivo La Coruna,21085,30334,12600,400624,16,19,14,2,8,9,13,30,-17
La Liga|Celta Vigo|2014/15,2014/15,La Liga,Celta Vigo,18828,25274,13200,357724,8,38,51,13,12,13,47,44,3
La Liga|Celta Vigo|2014/15,2014/15,La Liga,Celta Vigo,18828,25274,13200,357724,11,19,29,8,5,6,30,22,8
La Liga|Celta Vigo|2014/15,2014/15,La Liga,Celta Vigo,18828,25274,13200,357724,9,19,22,5,7,7,17,22,-5
La Liga|Espanyol|2014/15,2014/15,La Liga,Espanyol,18600,30253,12600,353392,10,38,49,13,10,15,47,51,-4
La Liga|Espanyol|2014/15,2014/15,La Liga,Espanyol,18600,30253,12600,353392,10,19,30,8,6,5,23,19,4
La Liga|Espanyol|2014/15,2014/15,La Liga,Espanyol,18600,30253,12600,353392,12,19,19,5,4,10,24,32,-8
La Liga|Cordoba|2014/15,2014/15,La Liga,Cordoba,16832,24000,7000,319811,20,38,20,3,11,24,22,68,-46
La Liga|Cordoba|2014/15,2014/15,La Liga,Cordoba,16832,24000,7000,319811,20,19,9,1,6,12,12,33,-21
La Liga|Cordoba|2014/15,2014/15,La Liga,Cordoba,16832,24000,7000,319811,20,19,11,2,5,12,10,35,-25
La Liga|Granada CF|2014/15,2014/15,La Liga,Granada CF,16740,28848,12000,318051,18,38,35,7,14,17,29,64,-35
La Liga|Granada CF|2014/15,2014/15,La Liga,Granada CF,16740,28848,12000,318051,15,19,22,4,10,5,13,17,-4
La Liga|Granada CF|2014/15,2014/15,La Liga,Granada CF,16740,28848,12000,318051,19,19,13,3,4,12,16,47,-31
La Liga|Levante|2014/15,2014/15,La Liga,Levante,16357,23506,10558,310785,15,38,37,9,10,19,34,67,-33
La Liga|Levante|2014/15,2014/15,La Liga,Levante,16357,23506,10558,310785,13,19,24,6,6,7,20,30,-10
La Liga|Levante|2014/15,2014/15,La Liga,Levante,16357,23506,10558,310785,18,19,13,3,4,12,14,37,-23
La Liga|Villarreal|2014/15,2014/15,La Liga,Villarreal,16091,23000,9788,305727,6,38,60,16,12,10,48,37,11
La Liga|Villarreal|2014/15,2014/15,La Liga,Villarreal,16091,23000,9788,305727,6,19,37,12,1,6,29,17,12
La Liga|Villarreal|2014/15,2014/15,La Liga,Villarreal,16091,23000,9788,305727,7,19,23,4,11,4,19,20,-1
La Liga|UD Almeria|2014/15,2014/15,La Liga,UD Almeria,11091,16000,8500,210725,19,38,32,8,8,22,35,64,-29
La Liga|UD Almeria|2014/15,2014/15,La Liga,UD Almeria,11091,16000,8500,210725,19,19,16,3,7,9,20,28,-8
La Liga|UD Almeria|2014/15,2014/15,La Liga,UD Almeria,11091,16000,8500,210725,14,19,16,5,1,13,15,36,-21
La Liga|Rayo Vallecano|2014/15,2014/15,La Liga,Rayo Vallecano,10411,14070,7000,197802,11,38,49,15,4,19,46,68,-22
La Liga|Rayo Vallecano|2014/15,2014/15,La Liga,Rayo Vallecano,10411,14070,7000,197802,12,19,26,8,2,9,26,26,0
La Liga|Rayo Vallecano|2014/15,2014/15,La Liga,Rayo Vallecano,10411,14070,7000,197802,8,19,23,7,2,10,20,42,-22
La Liga|Getafe|2014/15,2014/15,La Liga,Getafe,7507,11500,4570,142625,14,38,37,10,7,21,33,64,-31
La Liga|Getafe|2014/15,2014/15,La Liga,Getafe,7507,11500,4570,142625,14,19,23,6,5,8,16,22,-6
La Liga|Getafe|2014/15,2014/15,La Liga,Getafe,7507,11500,4570,142625,17,19,14,4,2,13,17,42,-25
La Liga|Eibar|2014/15,2014/15,La Liga,Eibar,4835,6065,4000,91869,16,38,35,9,8,21,34,55,-21
La Liga|Eibar|2014/15,2014/15,La Liga,Eibar,4835,6065,4000,91869,18,19,18,5,3,11,20,29,-9
La Liga|Eibar|2014/15,2014/15,La Liga,Eibar,4835,6065,4000,91869,13,19,17,4,5,10,14,26,-12
French Ligue 1|Olympique Marseille|2014/15,2014/15,French Ligue 1,Olympique Marseille,51966,65148,39497,883418,4,38,69,21,6,11,76,42,34
French Ligue 1|Olympique Marseille|2014/15,2014/15,French Ligue 1,Olympique Marseille,51966,65148,39497,883418,4,19,41,13,2,4,40,22,18
French Ligue 1|Olympique Marseille|2014/15,2014/15,French Ligue 1,Olympique Marseille,51966,65148,39497,883418,4,19,28,8,4,7,36,20,16
French Ligue 1|Paris Saint-Germain|2014/15,2014/15,French Ligue 1,Paris Saint-Germain,45721,46683,44955,868700,1,38,83,24,11,3,83,36,47
French Ligue 1|Paris Saint-Germain|2014/15,2014/15,French Ligue 1,Paris Saint-Germain,45721,46683,44955,868700,1,19,49,15,4,-,52,14,38
French Ligue 1|Paris Saint-Germain|2014/15,2014/15,French Ligue 1,Paris Saint-Germain,45721,46683,44955,868700,2,19,34,9,7,3,31,22,9
French Ligue 1|Lille OSC|2014/15,2014/15,French Ligue 1,Lille OSC,36552,45771,31742,694482,8,38,56,16,8,14,43,42,1
French Ligue 1|Lille OSC|2014/15,2014/15,French Ligue 1,Lille OSC,36552,45771,31742,694482,6,19,38,11,5,3,26,12,14
French Ligue 1|Lille OSC|2014/15,2014/15,French Ligue 1,Lille OSC,36552,45771,31742,694482,13,19,18,5,3,11,17,30,-13
French Ligue 1|Olympique Lyonnais|2014/15,2014/15,French Ligue 1,Olympique Lyonnais,34844,39961,24636,627197,2,38,75,22,9,7,72,33,39
French Ligue 1|Olympique Lyonnais|2014/15,2014/15,French Ligue 1,Olympique Lyonnais,34844,39961,24636,627197,2,19,45,14,3,2,40,11,29
French Ligue 1|Olympique Lyonnais|2014/15,2014/15,French Ligue 1,Olympique Lyonnais,34844,39961,24636,627197,3,19,30,8,6,5,32,22,10
French Ligue 1|AS Saint-Etienne|2014/15,2014/15,French Ligue 1,AS Saint-Etienne,31786,39147,22000,603939,5,38,66,18,12,8,50,31,19
French Ligue 1|AS Saint-Etienne|2014/15,2014/15,French Ligue 1,AS Saint-Etienne,31786,39147,22000,603939,3,19,41,12,5,2,32,11,21
French Ligue 1|AS Saint-Etienne|2014/15,2014/15,French Ligue 1,AS Saint-Etienne,31786,39147,22000,603939,5,19,25,6,7,6,18,20,-2
French Ligue 1|FC Nantes|2014/15,2014/15,French Ligue 1,FC Nantes,25985,36022,19252,493714,14,38,45,11,12,15,29,40,-11
French Ligue 1|FC Nantes|2014/15,2014/15,French Ligue 1,FC Nantes,25985,36022,19252,493714,12,19,28,7,7,5,17,17,0
French Ligue 1|FC Nantes|2014/15,2014/15,French Ligue 1,FC Nantes,25985,36022,19252,493714,14,19,17,4,5,10,12,23,-11
French Ligue 1|Girondins De Bordeaux|2014/15,2014/15,French Ligue 1,Girondins De Bordeaux,23426,40275,13953,445098,6,38,63,17,12,9,47,44,3
French Ligue 1|Girondins De Bordeaux|2014/15,2014/15,French Ligue 1,Girondins De Bordeaux,23426,40275,13953,445098,5,19,41,12,5,2,31,23,8
French Ligue 1|Girondins De Bordeaux|2014/15,2014/15,French Ligue 1,Girondins De Bordeaux,23426,40275,13953,445098,8,19,22,5,7,7,16,21,-5
French Ligue 1|Stade Rennes|2014/15,2014/15,French Ligue 1,Stade Rennes,19746,27290,16123,375178,9,38,50,13,11,14,35,42,-7
French Ligue 1|Stade Rennes|2014/15,2014/15,French Ligue 1,Stade Rennes,19746,27290,16123,375178,11,19,29,8,5,6,22,22,0
French Ligue 1|Stade Rennes|2014/15,2014/15,French Ligue 1,Stade Rennes,19746,27290,16123,375178,10,19,21,5,6,8,13,20,-7
French Ligue 1|FC Metz|2014/15,2014/15,French Ligue 1,FC Metz,18530,25012,15115,352067,20,38,30,7,9,22,31,61,-30
French Ligue 1|FC Metz|2014/15,2014/15,French Ligue 1,FC Metz,18530,25012,15115,352067,19,19,22,6,4,9,26,32,-6
French Ligue 1|FC Metz|2014/15,2014/15,French Ligue 1,FC Metz,18530,25012,15115,352067,20,19,8,1,5,13,5,29,-24
French Ligue 1|OGC Nice|2014/15,2014/15,French Ligue 1,OGC Nice,19239,25407,15033,346306,11,38,48,13,9,16,44,53,-9
French Ligue 1|OGC Nice|2014/15,2014/15,French Ligue 1,OGC Nice,19239,25407,15033,346306,16,19,24,6,6,7,21,24,-3
French Ligue 1|OGC Nice|2014/15,2014/15,French Ligue 1,OGC Nice,19239,25407,15033,346306,6,19,24,7,3,9,23,29,-6
