key,season,league,team,avg_att,max_att,min_att,total_att,finish,games_played,points,wins,draws,losses,goals_for,goals_against,goal_diff
Premier League|Stoke City|2015/16,2015/16,Premier League,Stoke City,27534,27833,26747,523148,9,38,51,14,9,15,41,55,-14
Premier League|Stoke City|2015/16,2015/16,Premier League,Stoke City,27534,27833,26747,523148,11,19,28,8,4,7,22,24,-2
Premier League|Stoke City|2015/16,2015/16,Premier League,Stoke City,27534,27833,26747,523148,11,19,23,6,5,8,19,31,-12
Premier League|Norwich City|2015/16,2015/16,Premier League,Norwich City,26972,27137,26279,512470,19,38,34,9,7,22,39,67,-28
Premier League|Norwich City|2015/16,2015/16,Premier League,Norwich City,26972,27137,26279,512470,16,19,23,6,5,8,26,30,-4
Premier League|Norwich City|2015/16,2015/16,Premier League,Norwich City,26972,27137,26279,512470,18,19,11,3,2,14,13,37,-24
Premier League|Crystal Palace|2015/16,2015/16,Premier League,Crystal Palace,24825,28467,23528,471683,15,38,42,11,9,18,39,51,-12
Premier League|Crystal Palace|2015/16,2015/16,Premier League,Crystal Palace,24825,28467,23528,471683,18,19,21,6,3,10,19,23,-4
Premier League|Crystal Palace|2015/16,2015/16,Premier League,Crystal Palace,24825,28467,23528,471683,13,19,21,5,6,8,20,28,-8
Premier League|West Bromwich Albion|2015/16,2015/16,Premier League,West Bromwich Albion,24631,26313,22062,467995,14,38,43,10,13,15,34,48,-14
Premier League|West Bromwich Albion|2015/16,2015/16,Premier League,West Bromwich Albion,24631,26313,22062,467995,17,19,23,6,5,8,20,26,-6
Premier League|West Bromwich Albion|2015/16,2015/16,Premier League,West Bromwich Albion,24631,26313,22062,467995,15,19,20,4,8,7,14,22,-8
Premier League|Swansea City|2015/16,2015/16,Premier League,Swansea City,20711,20972,20044,393508,12,38,47,12,11,15,42,52,-10
Premier League|Swansea City|2015/16,2015/16,Premier League,Swansea City,20711,20972,20044,393508,9,19,30,8,6,5,20,20,0
Premier League|Swansea City|2015/16,2015/16,Premier League,Swansea City,20711,20972,20044,393508,16,19,17,4,5,10,22,32,-10
Premier League|Watford|2015/16,2015/16,Premier League,Watford,20594,21012,20011,391281,13,38,45,12,9,17,40,50,-10
Premier League|Watford|2015/16,2015/16,Premier League,Watford,20594,21012,20011,391281,14,19,24,6,6,7,20,19,1
Premier League|Watford|2015/16,2015/16,Premier League,Watford,20594,21012,20011,391281,14,19,21,6,3,10,20,31,-11
Premier League|AFC Bournemouth|2015/16,2015/16,Premier League,AFC Bournemouth,11188,11386,10863,212577,16,38,42,11,9,18,45,67,-22
Premier League|AFC Bournemouth|2015/16,2015/16,Premier League,AFC Bournemouth,11188,11386,10863,212577,19,19,20,5,5,9,23,34,-11
Premier League|AFC Bournemouth|2015/16,2015/16,Premier League,AFC Bournemouth,11188,11386,10863,212577,12,19,22,6,4,9,22,33,-11
Bundesliga|Borussia Dortmund|2015/16,2015/16,Bundesliga,Borussia Dortmund,81178,81359,79956,1380023,2,34,78,24,6,4,82,34,48
Bundesliga|Borussia Dortmund|2015/16,2015/16,Bundesliga,Borussia Dortmund,81178,81359,79956,1380023,2,17,45,14,3,-,49,14,35
Bundesliga|Borussia Dortmund|2015/16,2015/16,Bundesliga,Borussia Dortmund,81178,81359,79956,1380023,2,17,33,10,3,4,33,20,13
Bundesliga|Bayern Munich|2015/16,2015/16,Bundesliga,Bayern Munich,75000,75000,75000,1275000,1,34,88,28,4,2,80,17,63
Bundesliga|Bayern Munich|2015/16,2015/16,Bundesliga,Bayern Munich,75000,75000,75000,1275000,1,17,46,15,1,1,51,8,43
Bundesliga|Bayern Munich|2015/16,2015/16,Bundesliga,Bayern Munich,75000,75000,75000,1275000,1,17,42,13,3,1,29,9,20
Bundesliga|FC Schalke 04|2015/16,2015/16,Bundesliga,FC Schalke 04,61381,62271,60000,1043476,5,34,52,15,7,12,51,49,2
Bundesliga|FC Schalke 04|2015/16,2015/16,Bundesliga,FC Schalke 04,61381,62271,60000,1043476,7,17,29,8,5,4,28,24,4
Bundesliga|FC Schalke 04|2015/16,2015/16,Bundesliga,FC Schalke 04,61381,62271,60000,1043476,6,17,23,7,2,8,23,25,-2
Bundesliga|Hamburger SV|2015/16,2015/16,Bundesliga,Hamburger SV,53721,57000,46136,913259,10,34,41,11,8,15,40,46,-6
Bundesliga|Hamburger SV|2015/16,2015/16,Bundesliga,Hamburger SV,53721,57000,46136,913259,14,17,19,5,4,8,20,23,-3
Bundesliga|Hamburger SV|2015/16,2015/16,Bundesliga,Hamburger SV,53721,57000,46136,913259,9,17,22,6,4,7,20,23,-3
Bundesliga|VfB Stuttgart|2015/16,2015/16,Bundesliga,VfB Stuttgart,51983,60000,44647,883705,17,34,33,9,6,19,50,75,-25
Bundesliga|VfB Stuttgart|2015/16,2015/16,Bundesliga,VfB Stuttgart,51983,60000,44647,883705,15,17,19,6,1,10,22,32,-10
Bundesliga|VfB Stuttgart|2015/16,2015/16,Bundesliga,VfB Stuttgart,51983,60000,44647,883705,14,17,14,3,5,9,28,43,-15
Bundesliga|Borussia M'gladbach|2015/16,2015/16,Bundesliga,Borussia M'gladbach,51715,54010,40511,879159,4,34,55,17,4,13,67,50,17
Bundesliga|Borussia M'gladbach|2015/16,2015/16,Bundesliga,Borussia M'gladbach,51715,54010,40511,879159,3,17,40,13,1,3,42,18,24
Bundesliga|Borussia M'gladbach|2015/16,2015/16,Bundesliga,Borussia M'gladbach,51715,54010,40511,879159,12,17,15,4,3,10,25,32,-7
Bundesliga|Hertha BSC|2015/16,2015/16,Bundesliga,Hertha BSC,49704,76233,35196,844968,7,34,50,14,8,12,42,42,0
Bundesliga|Hertha BSC|2015/16,2015/16,Bundesliga,Hertha BSC,49704,76233,35196,844968,6,17,32,9,5,3,24,15,9
Bundesliga|Hertha BSC|2015/16,2015/16,Bundesliga,Hertha BSC,49704,76233,35196,844968,10,17,18,5,3,9,18,27,-9
Bundesliga|1. FC Koln|2015/16,2015/16,Bundesliga,1. FC Koln,48676,50000,45500,827500,9,34,43,10,13,11,38,42,-4
Bundesliga|1. FC Koln|2015/16,2015/16,Bundesliga,1. FC Koln,48676,50000,45500,827500,12,17,20,5,5,7,16,18,-2
Bundesliga|1. FC Koln|2015/16,2015/16,Bundesliga,1. FC Koln,48676,50000,45500,827500,7,17,23,5,8,4,22,24,-2
Bundesliga|Eintracht Frankfurt|2015/16,2015/16,Bundesliga,Eintracht Frankfurt,46676,51500,35000,793500,16,34,36,9,9,16,34,52,-18
Bundesliga|Eintracht Frankfurt|2015/16,2015/16,Bundesliga,Eintracht Frankfurt,46676,51500,35000,793500,10,17,24,6,6,5,22,24,-2
Bundesliga|Eintracht Frankfurt|2015/16,2015/16,Bundesliga,Eintracht Frankfurt,46676,51500,35000,793500,18,17,12,3,3,11,12,28,-16
Bundesliga|Hannover 96|2015/16,2015/16,Bundesliga,Hannover 96,41246,49000,32400,701188,18,34,25,7,4,23,31,62,-31
Bundesliga|Hannover 96|2015/16,2015/16,Bundesliga,Hannover 96,41246,49000,32400,701188,18,17,12,4,-,13,15,30,-15
Bundesliga|Hannover 96|2015/16,2015/16,Bundesliga,Hannover 96,41246,49000,32400,701188,16,17,13,3,4,10,16,32,-16
Bundesliga|Werder Bremen|2015/16,2015/16,Bundesliga,Werder Bremen,40935,42100,38416,695896,13,34,38,10,8,16,50,65,-15
Bundesliga|Werder Bremen|2015/16,2015/16,Bundesliga,Werder Bremen,40935,42100,38416,695896,13,17,20,5,5,7,27,30,-3
Bundesliga|Werder Bremen|2015/16,2015/16,Bundesliga,Werder Bremen,40935,42100,38416,695896,11,17,18,5,3,9,23,35,-12
Bundesliga|1. FSV Mainz 05|2015/16,2015/16,Bundesliga,1. FSV Mainz 05,31103,34000,26331,528749,6,34,50,14,8,12,46,42,4
Bundesliga|1. FSV Mainz 05|2015/16,2015/16,Bundesliga,1. FSV Mainz 05,31103,34000,26331,528749,8,17,28,8,4,5,23,18,5
Bundesliga|1. FSV Mainz 05|2015/16,2015/16,Bundesliga,1. FSV Mainz 05,31103,34000,26331,528749,8,17,22,6,4,7,23,24,-1
Bundesliga|FC Augsburg|2015/16,2015/16,Bundesliga,FC Augsburg,29127,30660,27081,495160,12,34,38,9,11,14,42,52,-10
Bundesliga|FC Augsburg|2015/16,2015/16,Bundesliga,FC Augsburg,29127,30660,27081,495160,16,17,15,3,6,8,18,27,-9
Bundesliga|FC Augsburg|2015/16,2015/16,Bundesliga,FC Augsburg,29127,30660,27081,495160,5,17,23,6,5,6,24,25,-1
Bundesliga|Bayer Leverkusen|2015/16,2015/16,Bundesliga,Bayer Leverkusen,29085,30210,24805,494446,3,34,60,18,6,10,56,40,16
Bundesliga|Bayer Leverkusen|2015/16,2015/16,Bundesliga,Bayer Leverkusen,29085,30210,24805,494446,4,17,33,10,3,4,31,17,14
Bundesliga|Bayer Leverkusen|2015/16,2015/16,Bundesliga,Bayer Leverkusen,29085,30210,24805,494446,3,17,27,8,3,6,25,23,2
Bundesliga|VfL Wolfsburg|2015/16,2015/16,Bundesliga,VfL Wolfsburg,28945,30000,26422,492067,8,34,45,12,9,13,47,49,-2
Bundesliga|VfL Wolfsburg|2015/16,2015/16,Bundesliga,VfL Wolfsburg,28945,30000,26422,492067,5,17,32,9,5,3,32,17,15
Bundesliga|VfL Wolfsburg|2015/16,2015/16,Bundesliga,VfL Wolfsburg,28945,30000,26422,492067,17,17,13,3,4,10,15,32,-17
Bundesliga|TSG 1899 Hoffenheim|2015/16,2015/16,Bundesliga,TSG 1899 Hoffenheim,27615,30150,21092,469462,15,34,37,9,10,15,39,54,-15
Bundesliga|TSG 1899 Hoffenheim|2015/16,2015/16,Bundesliga,TSG 1899 Hoffenheim,27615,30150,21092,469462,11,17,24,6,6,5,22,25,-3
Bundesliga|TSG 1899 Hoffenheim|2015/16,2015/16,Bundesliga,TSG 1899 Hoffenheim,27615,30150,21092,469462,15,17,13,3,4,10,17,29,-12
Bundesliga|SV Darmstadt 98|2015/16,2015/16,Bundesliga,SV Darmstadt 98,16647,17000,14800,283000,14,34,38,9,11,14,38,53,-15
Bundesliga|SV Darmstadt 98|2015/16,2015/16,Bundesliga,SV Darmstadt 98,16647,17000,14800,283000,17,17,12,2,6,9,15,29,-14
Bundesliga|SV Darmstadt 98|2015/16,2015/16,Bundesliga,SV Darmstadt 98,16647,17000,14800,283000,4,17,26,7,5,5,23,24,-1
Bundesliga|FC Ingolstadt 04|2015/16,2015/16,Bundesliga,FC Ingolstadt 04,14840,15617,13500,252285,11,34,40,10,10,14,33,42,-9
Bundesliga|FC Ingolstadt 04|2015/16,2015/16,Bundesliga,FC Ingolstadt 04,14840,15617,13500,252285,9,17,26,7,5,5,22,18,4
Bundesliga|FC Ingolstadt 04|2015/16,2015/16,Bundesliga,FC Ingolstadt 04,14840,15617,13500,252285,13,17,14,3,5,9,11,24,-13
La Liga|Barcelona|2015/16,2015/16,La Liga,Barcelona,79488,99264,66234,1510276,1,38,91,29,4,5,112,29,83
La Liga|Barcelona|2015/16,2015/16,La Liga,Barcelona,79488,99264,66234,1510276,2,19,49,16,1,2,67,14,53
La Liga|Barcelona|2015/16,2015/16,La Liga,Barcelona,79488,99264,66234,1510276,1,19,42,13,3,3,45,15,30
La Liga|Real Madrid|2015/16,2015/16,La Liga,Real Madrid,71265,80500,61564,1354043,2,38,90,28,6,4,110,34,76
La Liga|Real Madrid|2015/16,2015/16,La Liga,Real Madrid,71265,80500,61564,1354043,1,19,49,16,1,2,70,16,54
La Liga|Real Madrid|2015/16,2015/16,La Liga,Real Madrid,71265,80500,61564,1354043,2,19,41,12,5,2,40,18,22
La Liga|Atletico Madrid|2015/16,2015/16,La Liga,Atletico Madrid,46811,53079,35621,889412,3,38,88,28,4,6,63,18,45
La Liga|Atletico Madrid|2015/16,2015/16,La Liga,Atletico Madrid,46811,53079,35621,889412,3,19,48,15,3,1,33,7,26
La Liga|Atletico Madrid|2015/16,2015/16,La Liga,Atletico Madrid,46811,53079,35621,889412,3,19,40,13,1,5,30,11,19
La Liga|Athletic Bilbao|2015/16,2015/16,La Liga,Athletic Bilbao,41600,47603,34000,790403,5,38,62,18,8,12,58,45,13
La Liga|Athletic Bilbao|2015/16,2015/16,La Liga,Athletic Bilbao,41600,47603,34000,790403,6,19,37,11,4,4,35,17,18
La Liga|Athletic Bilbao|2015/16,2015/16,La Liga,Athletic Bilbao,41600,47603,34000,790403,5,19,25,7,4,8,23,28,-5
La Liga|Real Betis|2015/16,2015/16,La Liga,Real Betis,37924,50073,25872,720558,10,38,45,11,12,15,34,52,-18
La Liga|Real Betis|2015/16,2015/16,La Liga,Real Betis,37924,50073,25872,720558,18,19,24,6,6,7,17,23,-6
La Liga|Real Betis|2015/16,2015/16,La Liga,Real Betis,37924,50073,25872,720558,9,19,21,5,6,8,17,29,-12
La Liga|Valencia|2015/16,2015/16,La Liga,Valencia,37484,47185,27777,712198,11,38,44,11,11,16,46,48,-2
La Liga|Valencia|2015/16,2015/16,La Liga,Valencia,37484,47185,27777,712198,16,19,25,6,7,6,25,23,2
La Liga|Valencia|2015/16,2015/16,La Liga,Valencia,37484,47185,27777,712198,10,19,19,5,4,10,21,25,-4
La Liga|Sevilla|2015/16,2015/16,La Liga,Sevilla,34147,40377,21915,648789,7,38,52,14,10,14,51,50,1
La Liga|Sevilla|2015/16,2015/16,La Liga,Sevilla,34147,40377,21915,648789,4,19,43,14,1,4,38,21,17
La Liga|Sevilla|2015/16,2015/16,La Liga,Sevilla,34147,40377,21915,648789,19,19,9,-,9,10,13,29,-16
La Liga|Deportivo La Coruna|2015/16,2015/16,La Liga,Deportivo La Coruna,23745,30666,17184,451148,15,38,42,8,18,12,45,61,-16
La Liga|Deportivo La Coruna|2015/16,2015/16,La Liga,Deportivo La Coruna,23745,30666,17184,451148,20,19,20,4,8,7,25,34,-9
La Liga|Deportivo La Coruna|2015/16,2015/16,La Liga,Deportivo La Coruna,23745,30666,17184,451148,8,19,22,4,10,5,20,27,-7
La Liga|Sporting Gijon|2015/16,2015/16,La Liga,Sporting Gijon,23559,28140,19870,447629,16,38,39,10,9,19,40,61,-21
La Liga|Sporting Gijon|2015/16,2015/16,La Liga,Sporting Gijon,23559,28140,19870,447629,17,19,25,7,4,8,28,27,1
La Liga|Sporting Gijon|2015/16,2015/16,La Liga,Sporting Gijon,23559,28140,19870,447629,15,19,14,3,5,11,12,34,-22
La Liga|Malaga|2015/16,2015/16,La Liga,Malaga,21404,30372,13759,406683,8,38,48,12,12,14,38,35,3
La Liga|Malaga|2015/16,2015/16,La Liga,Malaga,21404,30372,13759,406683,9,19,30,8,6,5,26,15,11
La Liga|Malaga|2015/16,2015/16,La Liga,Malaga,21404,30372,13759,406683,11,19,18,4,6,9,12,20,-8
La Liga|Las Palmas|2015/16,2015/16,La Liga,Las Palmas,21299,28515,15819,404682,12,38,44,12,8,18,45,53,-8
La Liga|Las Palmas|2015/16,2015/16,La Liga,Las Palmas,21299,28515,15819,404682,10,19,29,8,5,6,25,17,8
La Liga|Las Palmas|2015/16,2015/16,La Liga,Las Palmas,21299,28515,15819,404682,13,19,15,4,3,12,20,36,-16
La Liga|Real Sociedad|2015/16,2015/16,La Liga,Real Sociedad,20581,27895,12783,391034,9,38,48,13,9,16,45,48,-3
La Liga|Real Sociedad|2015/16,2015/16,La Liga,Real Sociedad,20581,27895,12783,391034,13,19,26,7,5,7,22,20,2
La Liga|Real Sociedad|2015/16,2015/16,La Liga,Real Sociedad,20581,27895,12783,391034,7,19,22,6,4,9,23,28,-5
La Liga|Espanyol|2015/16,2015/16,La Liga,Espanyol,20233,32155,13293,384421,14,38,43,12,7,19,39,74,-35
La Liga|Espanyol|2015/16,2015/16,La Liga,Espanyol,20233,32155,13293,384421,8,19,32,9,5,5,22,28,-6
La Liga|Espanyol|2015/16,2015/16,La Liga,Espanyol,20233,32155,13293,384421,16,19,11,3,2,14,17,46,-29
La Liga|Celta Vigo|2015/16,2015/16,La Liga,Celta Vigo,18444,25494,13550,350435,6,38,60,17,9,12,51,59,-8
La Liga|Celta Vigo|2015/16,2015/16,La Liga,Celta Vigo,18444,25494,13550,350435,7,19,33,9,6,4,29,25,4
La Liga|Celta Vigo|2015/16,2015/16,La Liga,Celta Vigo,18444,25494,13550,350435,4,19,27,8,3,8,22,34,-12
La Liga|Villarreal|2015/16,2015/16,La Liga,Villarreal,17557,24398,13247,333581,4,38,64,18,10,10,44,35,9
La Liga|Villarreal|2015/16,2015/16,La Liga,Villarreal,17557,24398,13247,333581,5,19,40,12,4,3,26,12,14
La Liga|Villarreal|2015/16,2015/16,La Liga,Villarreal,17557,24398,13247,333581,6,19,24,6,6,7,18,23,-5
La Liga|Granada CF|2015/16,2015/16,La Liga,Granada CF,16285,21692,12668,309406,17,38,39,10,9,19,46,69,-23
La Liga|Granada CF|2015/16,2015/16,La Liga,Granada CF,16285,21692,12668,309406,19,19,23,6,5,8,26,31,-5
La Liga|Granada CF|2015/16,2015/16,La Liga,Granada CF,16285,21692,12668,309406,12,19,16,4,4,11,20,38,-18
La Liga|Levante|2015/16,2015/16,La Liga,Levante,14432,22424,10589,274211,20,38,32,8,8,22,37,70,-33
La Liga|Levante|2015/16,2015/16,La Liga,Levante,14432,22424,10589,274211,14,19,26,7,5,7,23,26,-3
La Liga|Levante|2015/16,2015/16,La Liga,Levante,14432,22424,10589,274211,20,19,6,1,3,15,14,44,-30
La Liga|Rayo Vallecano|2015/16,2015/16,La Liga,Rayo Vallecano,11681,14430,9423,221932,18,38,38,9,11,18,52,73,-21
La Liga|Rayo Vallecano|2015/16,2015/16,La Liga,Rayo Vallecano,11681,14430,9423,221932,12,19,28,8,4,7,29,29,0
La Liga|Rayo Vallecano|2015/16,2015/16,La Liga,Rayo Vallecano,11681,14430,9423,221932,18,19,10,1,7,11,23,44,-21
La Liga|Getafe|2015/16,2015/16,La Liga,Getafe,7417,13028,4532,140927,19,38,36,9,9,20,37,67,-30
La Liga|Getafe|2015/16,2015/16,La Liga,Getafe,7417,13028,4532,140927,15,19,25,6,7,6,23,20,3
La Liga|Getafe|2015/16,2015/16,La Liga,Getafe,7417,13028,4532,140927,17,19,11,3,2,14,14,47,-33
La Liga|Eibar|2015/16,2015/16,La Liga,Eibar,5215,6100,4215,99088,13,38,43,11,10,17,49,61,-12
La Liga|Eibar|2015/16,2015/16,La Liga,Eibar,5215,6100,4215,99088,11,19,29,8,5,6,26,22,4
La Liga|Eibar|2015/16,2015/16,La Liga,Eibar,5215,6100,4215,99088,14,19,14,3,5,11,23,39,-16
French Ligue 1|Paris Saint-Germain|2015/16,2015/16,French Ligue 1,Paris Saint-Germain,46107,47844,44807,876038,1,38,96,30,6,2,102,19,83
French Ligue 1|Paris Saint-Germain|2015/16,2015/16,French Ligue 1,Paris Saint-Germain,46107,47844,44807,876038,1,19,48,15,3,1,59,12,47
French Ligue 1|Paris Saint-Germain|2015/16,2015/16,French Ligue 1,Paris Saint-Germain,46107,47844,44807,876038,1,19,48,15,3,1,43,7,36
French Ligue 1|Olympique Marseille|2015/16,2015/16,French Ligue 1,Olympique Marseille,44121,63235,19898,838290,13,38,48,10,18,10,48,42,6
French Ligue 1|Olympique Marseille|2015/16,2015/16,French Ligue 1,Olympique Marseille,44121,63235,19898,838290,19,19,20,3,11,5,27,24,3
French Ligue 1|Olympique Marseille|2015/16,2015/16,French Ligue 1,Olympique Marseille,44121,63235,19898,838290,3,19,28,7,7,5,21,18,3
French Ligue 1|Olympique Lyonnais|2015/16,2015/16,French Ligue 1,Olympique Lyonnais,40279,56696,25658,765304,2,38,65,19,8,11,67,43,24
French Ligue 1|Olympique Lyonnais|2015/16,2015/16,French Ligue 1,Olympique Lyonnais,40279,56696,25658,765304,2,19,40,12,4,3,42,16,26
French Ligue 1|Olympique Lyonnais|2015/16,2015/16,French Ligue 1,Olympique Lyonnais,40279,56696,25658,765304,7,19,25,7,4,8,25,27,-2
French Ligue 1|AS Saint-Etienne|2015/16,2015/16,French Ligue 1,AS Saint-Etienne,30328,39550,24556,576237,6,38,58,17,7,14,42,37,5
French Ligue 1|AS Saint-Etienne|2015/16,2015/16,French Ligue 1,AS Saint-Etienne,30328,39550,24556,576237,6,19,34,10,4,5,25,15,10
French Ligue 1|AS Saint-Etienne|2015/16,2015/16,French Ligue 1,AS Saint-Etienne,30328,39550,24556,576237,9,19,24,7,3,9,17,22,-5
French Ligue 1|Lille OSC|2015/16,2015/16,French Ligue 1,Lille OSC,30268,39601,26431,575097,5,38,60,15,15,8,39,27,12
French Ligue 1|Lille OSC|2015/16,2015/16,French Ligue 1,Lille OSC,30268,39601,26431,575097,7,19,33,9,6,4,21,11,10
French Ligue 1|Lille OSC|2015/16,2015/16,French Ligue 1,Lille OSC,30268,39601,26431,575097,4,19,27,6,9,4,18,16,2
French Ligue 1|Girondins De Bordeaux|2015/16,2015/16,French Ligue 1,Girondins De Bordeaux,25089,39672,17603,476686,11,38,50,12,14,12,50,57,-7
French Ligue 1|Girondins De Bordeaux|2015/16,2015/16,French Ligue 1,Girondins De Bordeaux,25089,39672,17603,476686,8,19,31,8,7,4,27,20,7
French Ligue 1|Girondins De Bordeaux|2015/16,2015/16,French Ligue 1,Girondins De Bordeaux,25089,39672,17603,476686,14,19,19,4,7,8,23,37,-14
French Ligue 1|FC Nantes|2015/16,2015/16,French Ligue 1,FC Nantes,24519,31410,18851,465870,14,38,48,12,12,14,33,44,-11
French Ligue 1|FC Nantes|2015/16,2015/16,French Ligue 1,FC Nantes,24519,31410,18851,465870,10,19,29,8,5,6,20,20,0
French Ligue 1|FC Nantes|2015/16,2015/16,French Ligue 1,FC Nantes,24519,31410,18851,465870,12,19,19,4,7,8,13,24,-11
French Ligue 1|Stade Rennes|2015/16,2015/16,French Ligue 1,Stade Rennes,23182,29068,18022,440455,8,38,52,13,13,12,52,54,-2
French Ligue 1|Stade Rennes|2015/16,2015/16,French Ligue 1,Stade Rennes,23182,29068,18022,440455,17,19,25,6,7,6,25,25,0
French Ligue 1|Stade Rennes|2015/16,2015/16,French Ligue 1,Stade Rennes,23182,29068,18022,440455,5,19,27,7,6,6,27,29,-2
French Ligue 1|OGC Nice|2015/16,2015/16,French Ligue 1,OGC Nice,19192,35596,12828,364650,4,38,63,18,9,11,58,41,17
French Ligue 1|OGC Nice|2015/16,2015/16,French Ligue 1,OGC Nice,19192,35596,12828,364650,3,19,38,12,2,5,32,16,16
French Ligue 1|OGC Nice|2015/16,2015/16,French Ligue 1,OGC Nice,19192,35596,12828,364650,6,19,25,6,7,6,26,25,1
French Ligue 1|Caen|2015/16,2015/16,French Ligue 1,Caen,17661,20679,15069,335555,7,38,54,16,6,16,39,52,-13
French Ligue 1|Caen|2015/16,2015/16,French Ligue 1,Caen,17661,20679,15069,335555,9,19,30,9,3,7,19,23,-4
French Ligue 1|Caen|2015/16,2015/16,French Ligue 1,Caen,17661,20679,15069,335555,10,19,24,7,3,9,20,29,-9
French Ligue 1|Toulouse|2015/16,2015/16,French Ligue 1,Toulouse,16318,30178,8883,310051,17,38,40,9,13,16,45,55,-10
French Ligue 1|Toulouse|2015/16,2015/16,French Ligue 1,Toulouse,16318,30178,8883,310051,15,19,25,6,7,6,29,21,8
French Ligue 1|Toulouse|2015/16,2015/16,French Ligue 1,Toulouse,16318,30178,8883,310051,18,19,15,3,6,10,16,34,-18
French Ligue 1|En Avant Guingamp|2015/16,2015/16,French Ligue 1,En Avant Guingamp,14804,18363,12737,281281,16,38,44,11,11,16,47,56,-9
French Ligue 1|En Avant Guingamp|2015/16,2015/16,French Ligue 1,En Avant Guingamp,14804,18363,12737,281281,16,19,25,6,7,6,31,28,3
French Ligue 1|En Avant Guingamp|2015/16,2015/16,French Ligue 1,En Avant Guingamp,14804,18363,12737,281281,13,19,19,5,4,10,16,28,-12
French Ligue 1|Angers SCO|2015/16,2015/16,French Ligue 1,Angers SCO,13502,16381,10166,256535,9,38,50,13,11,14,40,38,2
French Ligue 1|Angers SCO|2015/16,2015/16,French Ligue 1,Angers SCO,13502,16381,10166,256535,14,19,26,6,8,5,20,15,5
French Ligue 1|Angers SCO|2015/16,2015/16,French Ligue 1,Angers SCO,13502,16381,10166,256535,8,19,24,7,3,9,20,23,-3
French Ligue 1|Stade Reims|2015/16,2015/16,French Ligue 1,Stade Reims,13483,20950,9289,256177,18,38,39,10,9,19,44,57,-13
French Ligue 1|Stade Reims|2015/16,2015/16,French Ligue 1,Stade Reims,13483,20950,9289,256177,13,19,26,7,5,7,28,23,5
French Ligue 1|Stade Reims|2015/16,2015/16,French Ligue 1,Stade Reims,13483,20950,9289,256177,19,19,13,3,4,12,16,34,-18
French Ligue 1|Montpellier HSC|2015/16,2015/16,French Ligue 1,Montpellier HSC,12839,27163,9076,243947,12,38,49,14,7,17,49,47,2
French Ligue 1|Montpellier HSC|2015/16,2015/16,French Ligue 1,Montpellier HSC,12839,27163,9076,243947,12,19,27,9,-,10,26,23,3
French Ligue 1|Montpellier HSC|2015/16,2015/16,French Ligue 1,Montpellier HSC,12839,27163,9076,243947,11,19,22,5,7,7,23,24,-1
French Ligue 1|Troyes AC|2015/16,2015/16,French Ligue 1,Troyes AC,12470,19184,10117,236921,20,38,18,3,9,26,28,83,-55
French Ligue 1|Troyes AC|2015/16,2015/16,French Ligue 1,Troyes AC,12470,19184,10117,236921,20,19,10,1,7,11,13,36,-23
French Ligue 1|Troyes AC|2015/16,2015/16,French Ligue 1,Troyes AC,12470,19184,10117,236921,20,19,8,2,2,15,15,47,-32
French Ligue 1|Lorient|2015/16,2015/16,French Ligue 1,Lorient,11993,15599,9067,227868,15,38,46,11,13,14,47,58,-11
French Ligue 1|Lorient|2015/16,2015/16,French Ligue 1,Lorient,11993,15599,9067,227868,11,19,28,7,7,5,26,21,5
French Ligue 1|Lorient|2015/16,2015/16,French Ligue 1,Lorient,11993,15599,9067,227868,15,19,18,4,6,9,21,37,-16
French Ligue 1|SC Bastia|2015/16,2015/16,French Ligue 1,SC Bastia,11559,14702,10135,219626,10,38,50,14,8,16,36,42,-6
French Ligue 1|SC Bastia|2015/16,2015/16,French Ligue 1,SC Bastia,11559,14702,10135,219626,5,19,35,11,2,6,23,14,9
French Ligue 1|SC Bastia|2015/16,2015/16,French Ligue 1,SC Bastia,11559,14702,10135,219626,17,19,15,3,6,10,13,28,-15
French Ligue 1|AS Monaco|2015/16,2015/16,French Ligue 1,AS Monaco,7843,16224,5388,149024,3,38,65,17,14,7,57,50,7
French Ligue 1|AS Monaco|2015/16,2015/16,French Ligue 1,AS Monaco,7843,16224,5388,149024,4,19,36,10,6,3,30,19,11
French Ligue 1|AS Monaco|2015/16,2015/16,French Ligue 1,AS Monaco,7843,16224,5388,149024,2,19,29,7,8,4,27,31,-4
French Ligue 1|Gazelec Ajaccio|2015/16,2015/16,French Ligue 1,Gazelec Ajaccio,3719,4125,3465,70656,19,38,37,8,13,17,37,58,-21
French Ligue 1|Gazelec Ajaccio|2015/16,2015/16,French Ligue 1,Gazelec Ajaccio,3719,4125,3465,70656,18,19,22,5,7,7,23,32,-9
French Ligue 1|Gazelec Ajaccio|2015/16,2015/16,French Ligue 1,Gazelec Ajaccio,3719,4125,3465,70656,16,19,15,3,6,10,14,26,-12
Eredivisie|AFC Ajax|2015/16,2015/16,Eredivisie,AFC Ajax,49206,51875,43578,836504,2,34,82,25,7,2,81,21,60
Eredivisie|AFC Ajax|2015/16,2015/16,Eredivisie,AFC Ajax,49206,51875,43578,836504,1,17,42,13,3,1,49,12,37
Eredivisie|AFC Ajax|2015/16,2015/16,Eredivisie,AFC Ajax,49206,51875,43578,836504,2,17,40,12,4,1,32,9,23
Eredivisie|Feyenoord|2015/16,2015/16,Eredivisie,Feyenoord,47324,47500,46000,804500,3,34,63,19,6,9,62,40,22
